fecha,temp_max,temp_min,temp_media,precipitacion
2019-12-13,"14,94","9,5","12,67","3,28"
2019-12-14,"14,02","7,89","11,4","0,36"
2019-12-17,"12,64","6,05","9,75","2,98"
2019-12-18,"13,62","5,06","9,68","2,59"
2019-12-19,"14,26","7,58","11,35","16,59"
2019-12-20,"14,8","9,86","12,77","19,91"
2019-12-21,"16,78","9,78","13,72","6,55"
2019-12-22,"15,17","8,94","12,52","1,94"
2019-12-23,"15,29","6,39","11,23","0,17"
2019-12-24,"17,75","6,55","12,6","0,06"
2019-12-25,"17,71","6,31","12,41","0,06"
2019-12-26,"16,08","5,53","11,17","0,02"
2019-12-27,"14,87","5,16","9,91","0,01"
2019-12-28,"15,62","5,03","10,03","0,01"
2019-12-29,"14,59","4,95","9,53","0,01"
2019-12-30,nan,nan,nan,nan
2019-12-31,"12,96","3,98","8,2","0,01"
2020-01-01,"12,78","3,99","7,86","0,02"
2020-01-02,"12,16","3,94","7,47","0,02"
2020-01-03,"11,12","3,85","7,35","0,28"
2020-01-04,"11,54","3,73","7,61","0,25"
2020-01-05,"13,21","3,6","7,99","0,01"
2020-01-06,"12,5","3,59","7,45","0,06"
2020-01-07,"13,52","3,79","8,1","0,03"
2020-01-08,"14,36","3,9","8,91","0,03"
2020-01-09,"13,45","3,85","8,71","0,36"
2020-01-10,"11,35","4,07","7,78","1,56"
2020-01-11,"12,06","3,84","7,21","0,06"
2020-01-12,"12,19","3,88","6,69","0,02"
2020-01-13,"11,81","3,88","6,55","0,06"
2020-01-14,"12,14","4,51","7,59","0,18"
2020-01-17,"13,61","4,78","9,46","0,98"
2020-01-18,"12,73","5,0","9,05","4,16"
2020-01-19,"10,41","4,69","7,61","6,04"
2020-01-20,"7,6","4,0","5,4","6,6"
2020-01-21,"8,7","4,05","6,38","11,27"
2020-01-22,"10,52","4,54","7,89","8,19"
2020-01-23,"10,96","4,44","7,93","6,1"
2020-01-24,"11,55","4,89","8,6","2,9"
2020-01-25,"11,1","5,18","8,52","4,56"
2020-01-26,"12,1","4,14","8,32","0,6"
2020-01-27,"12,1","4,41","8,5","1,65"
2020-01-28,"14,08","6,99","10,96","1,14"
2020-01-29,"15,24","7,5","11,77","2,31"
2020-01-30,"15,28","8,06","12,11","0,79"
2020-01-31,"16,73","8,58","13,1","1,13"
2020-02-01,"17,82","9,4","14,06","0,78"
2020-02-02,"19,44","8,6","14,45","0,03"
2020-02-03,"20,95","7,81","14,82","0,02"
2020-02-04,"18,24","6,88","12,97","0,27"
2020-02-05,"15,26","4,9","10,15","0,03"
2020-02-06,"15,38","4,53","9,84","0,0"
2020-02-07,"14,69","5,1","10,17","0,04"
2020-02-08,"13,76","5,34","9,88","1,0"
2020-02-09,"15,17","5,76","10,81","0,2"
2020-02-10,"18,03","7,36","13,14","0,08"
2020-02-11,"16,84","7,23","12,48","0,29"
2020-02-12,"15,32","7,87","12,05","0,16"
2020-02-13,"16,22","7,83","12,47","0,19"
2020-02-14,"16,95","5,9","11,83","0,03"
2020-02-17,"16,31","6,25","11,68","1,39"
2020-02-18,"13,77","5,81","9,89","0,18"
2020-02-19,"15,26","5,11","9,86","0,05"
2020-02-20,"16,64","4,21","10,2","0,01"
2020-02-21,"17,47","4,45","11,02","0,01"
2020-02-22,"19,38","4,4","11,91","0,0"
2020-02-23,"20,39","5,31","12,94","0,02"
2020-02-24,"20,46","5,15","12,92","0,01"
2020-02-25,"17,18","6,0","11,94","0,69"
2020-02-26,"14,88","6,03","10,76","0,97"
2020-02-27,"17,27","5,15","11,53","0,64"
2020-02-28,"18,7","5,83","12,64","0,06"
2020-02-29,"16,19","7,04","12,05","1,32"
2020-03-01,"16,4","8,42","12,86","3,66"
2020-03-02,"14,78","6,54","11,01","8,78"
2020-03-03,"15,93","5,51","11,05","2,3"
2020-03-04,"17,65","8,85","13,68","0,94"
2020-03-08,"17,56","4,36","11,06","0,17"
2020-03-09,"16,84","6,39","12,0","0,51"
2020-03-10,"20,54","6,28","13,85","0,01"
2020-03-11,"23,2","7,18","15,63","0,0"
2020-03-12,"21,62","8,84","15,69","0,3"
2020-03-13,"17,62","7,94","13,22","0,18"
2020-03-14,"18,47","6,32","12,69","0,06"
2020-03-17,"14,37","6,2","10,68","3,21"
2020-03-18,"17,3","7,75","12,99","0,25"
2020-03-19,"16,94","7,51","12,67","0,42"
2020-03-20,"15,23","7,64","11,87","3,21"
2020-03-21,"14,34","6,5","10,83","5,49"
2020-03-22,"14,46","6,27","10,81","2,99"
2020-03-23,"14,69","6,75","11,16","4,04"
2020-03-24,"15,28","7,06","11,62","3,28"
2020-03-25,"14,79","5,31","10,4","1,11"
2020-03-26,"14,19","4,8","9,47","1,18"
2020-03-27,"13,11","4,22","8,31","1,32"
2020-03-28,"15,94","4,17","10,02","0,55"
2020-03-29,"17,0","4,42","10,95","0,16"
2020-03-30,"11,52","4,78","8,29","3,01"
2020-03-31,"11,65","5,17","8,39","9,43"
2020-04-01,"13,98","6,33","10,57","5,85"
2020-04-02,"14,22","6,09","10,55","3,33"
2020-04-03,"16,79","4,96","11,02","0,33"
2020-04-04,"18,17","5,32","12,01","0,05"
2020-04-05,"18,19","8,23","13,63","2,23"
2020-04-06,"17,12","9,4","13,71","3,02"
2020-04-07,"18,11","9,86","14,43","2,11"
2020-04-08,"19,92","9,28","15,06","0,39"
2020-04-09,"18,68","9,69","14,64","2,82"
2020-04-10,"18,27","10,21","14,69","3,53"
2020-04-11,"18,51","9,83","14,63","1,96"
2020-04-12,"18,54","9,33","14,39","2,04"
2020-04-13,"17,19","8,72","13,41","4,68"
2020-04-14,"18,45","8,81","14,07","1,82"
2020-04-17,"18,37","10,33","14,79","2,57"
2020-04-18,"19,47","9,59","14,99","3,2"
2020-04-19,"17,75","10,42","14,54","5,66"
2020-04-20,"17,52","9,06","13,74","4,05"
2020-04-21,"15,0","8,98","12,44","8,23"
2020-04-22,"17,46","9,14","13,74","1,55"
2020-04-23,"19,25","9,17","14,66","0,59"
2020-04-24,"20,51","10,14","15,78","1,27"
2020-04-25,"18,86","10,13","14,95","3,32"
2020-04-26,"18,32","10,2","14,71","2,97"
2020-04-27,"17,39","9,54","13,9","3,95"
2020-04-28,"17,62","8,25","13,39","0,74"
2020-04-29,"18,94","7,75","13,78","0,57"
2020-04-30,"19,1","10,54","15,27","0,63"
2020-05-01,"22,09","11,5","17,24","1,54"
2020-05-02,"24,66","12,03","18,8","0,16"
2020-05-03,"26,62","11,19","19,36","0,0"
2020-05-04,"26,6","12,94","20,23","0,42"
2020-05-05,"23,57","11,67","18,06","0,05"
2020-05-06,"24,36","10,29","17,76","0,06"
2020-05-07,"24,72","11,95","18,8","0,28"
2020-05-08,"24,12","12,78","18,91","2,15"
2020-05-09,"21,29","12,02","17,12","2,43"
2020-05-10,"17,89","10,83","14,84","9,36"
2020-05-11,"19,83","10,61","15,66","2,55"
2020-05-12,"17,55","9,94","14,21","6,1"
2020-05-13,"18,68","9,89","14,75","3,85"
2020-05-14,"15,93","9,61","13,23","7,36"
2020-05-17,"21,04","8,96","15,45","0,48"
2020-05-18,"23,73","9,17","16,89","0,07"
2020-05-19,"25,8","10,77","18,73","0,0"
2020-05-20,"27,26","11,78","19,96","0,01"
2020-05-21,"27,86","12,55","20,66","0,01"
2020-05-22,"28,25","13,52","21,35","0,04"
2020-05-23,"26,45","13,94","20,65","0,47"
2020-05-24,"26,12","13,59","20,31","0,14"
2020-05-25,"25,59","14,03","20,27","1,28"
2020-05-26,"26,14","13,53","20,28","0,44"
2020-05-27,"26,85","13,65","20,7","0,17"
2020-05-28,"27,21","13,94","21,03","0,09"
2020-05-29,"27,67","13,1","20,84","0,34"
2020-05-30,"27,09","13,31","20,65","0,13"
2020-05-31,"26,02","13,99","20,46","3,18"
2020-06-01,"25,61","13,47","19,98","1,06"
2020-06-02,"26,0","13,72","20,33","0,6"
2020-06-03,"24,98","13,86","19,87","3,35"
2020-06-04,"21,11","12,96","17,5","5,7"
2020-06-05,"24,47","11,01","18,2","0,52"
2020-06-06,"24,7","12,56","19,09","1,75"
2020-06-07,"21,13","12,41","17,21","3,36"
2020-06-08,"20,46","10,16","15,77","2,53"
2020-06-09,"21,58","9,97","16,24","0,59"
2020-06-10,"22,91","10,18","16,98","0,48"
2020-06-11,"21,51","11,68","17,06","2,71"
2020-06-12,"20,15","11,16","16,12","2,73"
2020-06-13,"21,96","10,78","16,83","0,56"
2020-06-14,"23,38","11,17","17,73","0,13"
2020-06-17,"22,96","12,22","18,04","0,84"
2020-06-18,"24,02","12,17","18,57","1,22"
2020-06-19,"25,4","12,67","19,48","0,23"
2020-06-20,"27,57","13,12","20,8","0,15"
2020-06-21,"28,83","14,05","21,89","0,03"
2020-06-22,"30,21","15,33","23,22","0,0"
2020-06-23,"31,23","16,02","24,08","0,14"
2020-06-24,"29,74","17,04","23,84","1,15"
2020-06-25,"28,56","16,24","22,86","1,69"
2020-06-26,"27,14","15,4","21,72","0,61"
2020-06-27,"28,11","15,01","22,02","0,13"
2020-06-28,"29,26","16,07","23,12","0,19"
2020-06-29,"29,4","16,68","23,49","0,21"
2020-06-30,"30,48","16,69","24,05","0,43"
2020-07-01,"30,01","17,01","23,96","0,26"
2020-07-02,"27,54","16,07","22,25","1,17"
2020-07-03,"27,11","14,35","21,2","0,82"
2020-07-04,"29,36","14,02","22,14","0,02"
2020-07-05,"31,47","15,78","24,08","0,01"
2020-07-06,"30,77","17,13","24,38","0,27"
2020-07-07,"31,92","16,62","24,72","0,01"
2020-07-08,"31,2","17,74","24,92","0,44"
2020-07-09,"30,29","17,1","24,15","0,81"
2020-07-10,"29,12","16,46","23,24","0,47"
2020-07-11,"30,14","16,8","23,93","0,1"
2020-07-12,"29,52","17,92","24,17","2,16"
2020-07-13,"29,72","17,07","23,85","0,54"
2020-07-14,"28,15","16,01","22,54","1,0"
2020-07-17,"29,92","16,57","23,71","0,03"
2020-07-18,"31,67","16,26","24,43","0,01"
2020-07-19,"32,38","17,41","25,34","0,1"
2020-07-20,"31,77","17,75","25,22","0,22"
2020-07-21,"30,6","17,88","24,7","1,02"
2020-07-22,"30,57","17,87","24,66","0,43"
2020-07-23,"31,75","17,73","25,2","0,12"
2020-07-24,"30,83","17,69","24,71","0,34"
2020-07-25,"31,8","16,85","24,78","0,0"
2020-07-27,"33,85","18,67","26,71","0,23"
2020-07-28,"31,58","18,9","25,7","0,25"
2020-07-29,"32,34","18,35","25,79","0,1"
2020-07-30,"34,19","19,22","27,15","0,76"
2020-07-31,"33,52","18,57","26,49","0,05"
2020-08-01,"32,28","18,75","25,98","0,27"
2020-08-02,"30,23","17,79","24,46","0,29"
2020-08-03,"28,57","16,86","23,17","0,25"
2020-08-04,"29,16","16,42","23,24","0,23"
2020-08-05,"31,76","16,15","24,41","0,0"
2020-08-06,"33,41","17,77","26,03","0,0"
2020-08-07,"33,27","19,07","26,62","0,49"
2020-08-08,"33,1","18,82","26,42","0,88"
2020-08-09,"32,83","18,69","26,21","0,6"
2020-08-10,"30,45","18,44","24,9","0,42"
2020-08-11,"28,82","17,99","23,86","3,51"
2020-08-12,"27,42","16,48","22,4","3,64"
2020-08-13,"28,6","15,78","22,64","0,13"
2020-08-14,"29,14","15,67","22,85","0,38"
2020-08-17,"27,88","15,17","22,0","1,53"
2020-08-18,"28,52","16,74","23,1","0,48"
2020-08-19,"31,5","16,41","24,42","0,59"
2020-08-20,"31,38","16,49","24,4","1,12"
2020-08-21,"30,3","17,5","24,36","0,65"
2020-08-22,"30,57","16,7","24,08","0,05"
2020-08-23,"29,68","16,22","23,41","0,01"
2020-08-24,"30,07","16,33","23,66","0,02"
2020-08-25,"32,48","16,52","24,95","0,0"
2020-08-26,"32,82","17,79","25,77","0,01"
2020-08-27,"32,92","18,4","26,11","0,08"
2020-08-28,"28,26","17,01","23,1","1,65"
2020-08-29,"23,22","13,36","18,75","5,75"
2020-08-30,"23,0","11,45","17,67","1,66"
2020-08-31,"25,51","10,8","18,59","0,08"
2020-09-01,"26,07","13,18","20,08","0,15"
2020-09-02,"27,08","13,12","20,56","0,25"
2020-09-03,"29,32","13,42","21,83","0,0"
2020-09-04,"30,31","14,84","23,02","0,0"
2020-09-05,"28,83","15,59","22,65","0,16"
2020-09-06,"27,52","15,43","21,93","0,48"
2020-09-07,"25,87","14,18","20,48","2,54"
2020-09-08,"26,74","13,14","20,4","0,51"
2020-09-09,"27,63","13,89","21,22","0,87"
2020-09-10,"28,28","14,32","21,76","0,29"
2020-09-11,"29,2","14,74","22,42","0,21"
2020-09-12,"29,96","15,18","23,02","0,01"
2020-09-13,"30,73","16,09","23,85","0,01"
2020-09-14,"29,11","16,71","23,37","0,68"
2020-09-17,"26,99","17,28","22,6","2,17"
2020-09-18,"23,47","16,01","20,18","9,16"
2020-09-19,"23,0","15,01","19,47","4,8"
2020-09-20,"24,0","14,4","19,66","1,75"
2020-09-21,"24,41","14,28","19,81","1,6"
2020-09-22,"24,92","13,28","19,55","0,82"
2020-09-23,"24,48","14,77","20,08","1,4"
2020-09-24,"23,5","14,59","19,49","1,46"
2020-09-25,"20,29","12,03","16,6","3,23"
2020-09-26,"20,78","10,4","16,04","3,43"
2020-09-27,"20,76","10,81","16,23","1,18"
2020-09-28,"22,64","9,31","16,41","0,06"
2020-09-29,"24,49","10,22","17,81","0,04"
2020-09-30,"24,66","10,6","18,08","0,05"
2020-10-01,"22,64","11,94","17,75","0,79"
2020-10-02,"18,28","9,53","14,34","13,08"
2020-10-03,"17,34","8,04","13,12","3,62"
2020-10-04,"18,23","8,63","13,88","2,57"
2020-10-05,"19,74","9,12","14,88","0,5"
2020-10-06,"22,99","10,77","17,34","0,71"
2020-10-07,"24,63","12,49","19,03","0,7"
2020-10-08,"24,99","12,0","18,95","0,01"
2020-10-09,"24,39","12,21","18,74","0,04"
2020-10-10,"21,95","11,79","17,32","2,36"
2020-10-11,"18,89","9,6","14,68","1,42"
2020-10-12,"19,69","8,51","14,49","0,76"
2020-10-13,"21,17","9,22","15,64","2,14"
2020-10-14,"17,5","8,54","13,45","4,2"
2020-10-17,"19,26","5,48","12,62","0,03"
2020-10-18,"21,33","6,62","14,35","0,02"
2020-10-19,"22,73","8,96","16,27","1,12"
2020-10-20,"19,92","13,14","16,99","17,37"
2020-10-21,"20,07","13,21","17,1","5,94"
2020-10-22,"18,25","12,2","15,68","6,48"
2020-10-23,"18,01","9,8","14,36","1,64"
2020-10-24,"18,17","7,86","13,44","0,34"
2020-10-25,"17,57","8,49","13,49","7,16"
2020-10-26,"14,99","7,42","11,64","1,77"
2020-10-27,"16,48","6,67","11,98","0,46"
2020-10-28,"18,64","8,41","13,97","0,27"
2020-10-29,"20,27","8,21","14,68","0,02"
2020-10-30,"21,88","7,88","15,29","0,01"
2020-10-31,"22,6","8,75","16,12","0,1"
2020-11-01,"22,26","10,31","16,74","0,22"
2020-11-02,"21,76","10,25","16,45","0,91"
2020-11-03,"17,09","9,2","13,58","2,32"
2020-11-04,"13,38","8,34","11,25","6,85"
2020-11-05,"15,8","9,13","12,91","8,53"
2020-11-06,"18,91","11,99","15,91","3,61"
2020-11-07,"17,46","10,63","14,5","8,81"
2020-11-08,"17,79","9,12","13,92","2,58"
2020-11-09,"17,67","8,42","13,51","1,66"
2020-11-10,"17,44","7,51","12,91","0,33"
2020-11-11,"17,29","7,28","12,69","0,09"
2020-11-12,"17,9","8,42","13,61","0,11"
2020-11-13,"17,84","8,88","13,8","0,02"
2020-11-14,"17,17","9,99","14,01","1,04"
2020-11-17,"19,92","7,81","14,3","0,04"
2020-11-18,"20,43","8,54","14,93","0,19"
2020-11-19,"18,97","8,23","14,04","0,46"
2020-11-20,"16,73","6,86","12,19","0,04"
2020-11-21,"16,67","5,54","11,22","0,01"
2020-11-22,"16,53","5,21","10,75","0,0"
2020-11-23,"16,36","4,74","10,47","0,0"
2020-11-24,"15,57","4,87","10,23","0,42"
2020-11-25,"14,05","6,16","10,35","5,32"
2020-11-26,"13,36","7,91","11,08","6,8"
2020-11-27,"13,73","7,67","11,15","6,7"
2020-11-28,"13,72","6,45","10,53","3,55"
2020-11-29,"14,97","6,57","11,18","3,06"
2020-11-30,"15,45","6,02","11,07","0,76"
2020-12-01,"14,57","5,48","10,19","1,18"
2020-12-02,"12,3","4,75","8,6","0,73"
2020-12-03,"12,19","4,28","7,62","1,65"
2020-12-04,"10,06","3,89","7,0","5,16"
2020-12-05,"8,46","3,39","5,49","4,27"
2020-12-06,"9,14","3,62","6,38","4,7"
2020-12-07,"11,53","5,42","8,75","5,69"
2020-12-08,"10,55","4,81","7,97","6,51"
2020-12-09,"10,58","4,04","7,26","2,28"
2020-12-10,"13,62","6,65","10,49","5,88"
2020-12-11,"15,22","9,43","12,74","7,69"
2020-12-12,"14,4","8,09","11,67","1,8"
2020-12-13,"15,14","6,87","11,35","0,4"
2020-12-14,"14,35","7,66","11,45","3,36"
2020-12-17,"13,08","5,29","9,37","0,29"
2020-12-18,"12,79","5,13","9,22","1,05"
2020-12-19,"12,32","5,95","9,55","3,66"
2020-12-20,"13,26","5,75","9,86","1,14"
2020-12-21,"14,29","6,14","10,61","0,93"
2020-12-22,"15,93","6,87","11,83","0,15"
2020-12-23,"14,52","6,06","10,73","1,0"
2020-12-24,"12,14","5,57","9,09","1,64"
2020-12-25,"10,06","4,19","6,76","1,26"
2020-12-26,"9,58","3,83","5,54","0,76"
2020-12-27,"10,58","3,75","5,59","2,12"
2020-12-28,"10,59","4,26","7,63","5,25"
2020-12-29,"9,46","3,56","6,44","3,12"
2020-12-30,"9,13","3,38","5,66","2,25"
2020-12-31,"9,78","3,2","5,9","3,04"
2021-01-01,"8,25","3,41","5,49","3,36"
2021-01-02,"7,26","3,3","4,02","1,89"
2021-01-03,"8,04","3,66","4,18","2,17"
2021-01-04,"7,71","3,49","4,07","2,56"
2021-01-05,"7,86","4,44","3,88","1,53"
2021-01-06,"8,18","5,37","3,76","2,52"
2021-01-07,"6,12","5,15","3,35","6,21"
2021-01-08,"5,93","5,01","2,98","10,08"
2021-01-09,"5,42","3,36","3,08","6,85"
2021-01-10,"6,41","3,34","3,79","3,2"
2021-01-11,"7,53","4,32","3,72","0,87"
2021-01-12,"9,07","4,99","3,87","0,41"
2021-01-13,"10,56","4,57","5,2","0,17"
2021-01-14,"10,34","4,64","5,28","0,25"
2021-01-17,"13,22","4,28","7,41","0,44"
2021-01-18,"12,95","3,93","7,52","0,07"
2021-01-19,"12,23","3,82","6,85","0,16"
2021-01-20,"11,27","5,19","8,17","6,63"
2021-01-21,"13,47","7,06","10,71","3,31"
2021-01-22,"12,93","6,09","9,89","6,77"
2021-01-23,"12,43","5,52","9,25","4,23"
2021-01-24,"13,29","6,84","10,44","2,68"
2021-01-25,"13,21","7,17","10,56","5,76"
2021-01-26,"14,34","7,33","11,09","1,0"
2021-01-27,"17,39","8,88","13,56","1,24"
2021-01-28,"18,73","8,4","14,0","0,14"
2021-01-29,"17,74","8,53","13,57","0,76"
2021-01-30,"14,53","7,57","11,48","3,34"
2021-01-31,"14,98","7,56","11,68","2,12"
2021-02-01,"16,0","9,05","12,97","0,94"
2021-02-02,"16,2","8,16","12,64","1,81"
2021-02-03,"15,39","7,66","11,97","1,95"
2021-02-04,"14,31","7,02","11,11","3,99"
2021-02-05,"13,76","6,74","10,69","6,37"
2021-02-06,"12,28","6,11","9,59","6,77"
2021-02-07,"10,9","4,71","7,94","1,99"
2021-02-08,"12,01","6,03","9,42","6,13"
2021-02-09,"11,83","6,12","9,35","7,77"
2021-02-10,"13,65","6,27","10,32","3,61"
2021-02-11,"15,72","6,6","11,5","1,89"
2021-02-12,"14,81","7,37","11,53","4,09"
2021-02-13,"15,62","5,46","10,95","0,2"
2021-02-14,"15,6","4,72","10,43","0,24"
2021-02-17,"16,88","5,36","11,54","0,61"
2021-02-18,"16,34","5,8","11,48","1,2"
2021-02-19,"16,98","5,66","11,72","0,2"
2021-02-20,"16,88","7,1","12,41","2,06"
2021-02-21,"13,65","6,48","10,48","6,25"
2021-02-22,"12,77","4,9","9,13","5,72"
2021-02-23,"15,58","4,98","10,46","0,24"
2021-02-24,"16,78","6,44","11,98","0,11"
2021-02-25,"14,78","6,65","11,11","1,03"
2021-02-26,"15,14","6,69","11,34","0,42"
2021-02-27,"15,13","5,21","10,51","0,11"
2021-02-28,"13,68","5,08","9,57","0,89"
2021-03-01,"13,6","6,81","10,61","1,37"
2021-03-02,"14,56","7,57","11,5","0,24"
2021-03-03,"15,99","6,83","11,84","0,05"
2021-03-04,"15,65","6,12","11,31","0,06"
2021-03-05,"14,72","6,11","10,84","2,54"
2021-03-06,"13,82","6,08","10,31","1,41"
2021-03-07,"13,23","6,2","10,08","3,82"
2021-03-08,"12,08","5,7","9,26","3,18"
2021-03-09,"12,6","4,6","8,56","0,7"
2021-03-10,"15,73","3,96","9,27","0,05"
2021-03-11,"17,7","5,45","12,0","0,51"
2021-03-12,"15,51","5,78","11,0","0,53"
2021-03-13,"15,81","4,28","10,06","0,13"
2021-03-14,"15,44","5,12","10,61","1,02"
2021-03-17,"17,45","5,71","11,91","0,16"
2021-03-18,"13,57","5,07","9,48","1,62"
2021-03-19,"11,84","4,04","8,07","3,67"
2021-03-20,"11,31","3,81","7,42","1,08"
2021-03-21,"13,69","3,63","8,06","0,06"
2021-03-22,"15,95","3,89","9,94","0,05"
2021-03-23,"18,46","3,9","11,02","0,0"
2021-03-24,"19,3","4,66","12,0","0,0"
2021-03-25,"19,51","5,26","12,7","0,0"
2021-03-26,"18,38","5,97","12,59","0,11"
2021-03-27,"17,75","6,24","12,3","0,26"
2021-03-28,"20,19","6,01","13,45","0,2"
2021-03-29,"20,51","8,18","14,79","0,19"
2021-03-30,"20,82","9,55","15,63","0,01"
2021-03-31,"22,53","8,86","16,14","0,14"
2021-04-01,"20,95","9,57","15,71","0,89"
2021-04-02,"19,41","8,84","14,59","1,77"
2021-04-03,"19,08","7,75","13,85","0,49"
2021-04-04,"18,54","6,32","12,75","0,31"
2021-04-05,"19,92","6,02","13,2","0,03"
2021-04-06,"18,96","6,4","12,99","0,08"
2021-04-07,"17,38","5,88","11,76","0,11"
2021-04-08,"17,82","6,7","12,54","0,2"
2021-04-09,"15,98","7,85","12,36","2,98"
2021-04-10,"16,78","8,76","13,2","4,23"
2021-04-11,"15,83","7,7","12,16","5,52"
2021-04-12,"16,81","6,06","11,52","0,33"
2021-04-13,"17,28","6,94","12,41","0,81"
2021-04-14,"17,59","8,56","13,5","1,03"
2021-04-17,"15,45","4,96","10,03","0,19"
2021-04-18,"18,16","5,01","11,61","0,04"
2021-04-19,"19,61","6,6","13,44","0,22"
2021-04-20,"17,99","8,32","13,6","2,08"
2021-04-21,"16,95","8,55","13,19","2,71"
2021-04-22,"17,43","9,47","13,91","3,5"
2021-04-23,"19,2","8,64","14,36","0,23"
2021-04-24,"18,89","9,54","14,67","1,27"
2021-04-25,"18,18","10,19","14,64","4,01"
2021-04-26,"17,61","10,06","14,29","4,8"
2021-04-27,"17,27","9,64","13,91","5,1"
2021-04-28,"17,16","9,55","13,81","2,92"
2021-04-29,"16,24","8,88","13,01","3,7"
2021-04-30,"16,07","7,71","12,33","2,18"
2021-05-01,"15,92","7,11","11,93","2,63"
2021-05-02,"16,91","5,85","11,76","0,29"
2021-05-03,"18,09","7,04","12,98","0,71"
2021-05-04,"20,78","7,43","14,54","0,06"
2021-05-05,"21,71","8,96","15,79","0,18"
2021-05-06,"23,14","9,22","16,63","0,04"
2021-05-07,"24,52","10,77","18,09","0,13"
2021-05-08,"25,37","10,9","18,58","0,05"
2021-05-09,"20,58","10,83","16,16","5,56"
2021-05-10,"17,66","8,65","13,59","3,58"
2021-05-11,"17,49","7,33","12,81","1,24"
2021-05-12,"19,58","8,44","14,46","1,13"
2021-05-13,"19,42","8,5","14,39","3,0"
2021-05-14,"20,68","9,0","15,28","0,61"
2021-05-17,"22,48","11,15","17,28","0,04"
2021-05-18,"23,64","10,35","17,43","0,47"
2021-05-19,"22,28","10,42","16,81","0,13"
2021-05-20,"25,33","9,78","18,0","0,07"
2021-05-21,"24,01","11,59","18,25","0,38"
2021-05-22,"20,41","10,66","15,98","0,25"
2021-05-23,"18,28","8,91","14,04","4,65"
2021-05-24,"20,46","8,64","15,01","2,08"
2021-05-25,"21,74","9,21","15,93","0,07"
2021-05-26,"23,07","10,13","17,05","0,5"
2021-05-27,"23,64","10,84","17,69","0,54"
2021-05-28,"24,69","13,45","19,52","0,78"
2021-05-29,"26,5","12,78","20,1","0,92"
2021-05-30,"26,24","13,85","20,5","1,48"
2021-05-31,"26,51","14,03","20,73","1,29"
2021-06-01,"22,79","13,67","18,69","3,8"
2021-06-02,"24,14","11,74","18,39","0,68"
2021-06-03,"23,7","12,7","18,65","1,72"
2021-06-04,"22,88","12,31","18,05","2,29"
2021-06-05,"23,21","12,18","18,14","2,75"
2021-06-06,"25,13","12,32","19,16","0,67"
2021-06-07,"27,29","12,5","20,35","0,11"
2021-06-08,"28,9","13,72","21,76","0,12"
2021-06-09,"29,09","14,43","22,21","0,13"
